Id,Neighborhood,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,Heating,CentralAir,Electrical,Fireplaces,GarageArea,MoSold,YrSold
1719,SawyerW,2Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,0,478,01,2009
1720,SawyerW,1Story,5,2004,Gable,Tar&Grv,PConc,GasA,Y,SBrkr,0,845,01,2009
1721,SawyerW,1Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,0,576,05,2009
1722,SawyerW,1Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,0,0,08,2009
1723,SawyerW,1Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,0,576,06,2009
1724,SawyerW,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,0,788,02,2009
1725,SawyerW,2Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,1,559,04,2009
1726,SawyerW,2Story,6,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,0,528,11,2009
1727,SawyerW,1Story,5,1990,Gable,CompShg,PConc,GasA,Y,SBrkr,0,542,02,2009
1728,SawyerW,2Story,5,1994,Gable,CompShg,PConc,GasA,Y,SBrkr,0,495,10,2009
1729,SawyerW,2Story,7,1986,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,465,07,2009
1730,SawyerW,2Story,7,1981,Gable,CompShg,Slab,GasA,Y,SBrkr,2,612,05,2009
1731,Sawyer,1Story,5,1962,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,400,11,2009
1732,Sawyer,1Story,6,1961,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,732,06,2009
1733,Sawyer,1Story,5,1961,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,440,07,2009
1734,Sawyer,1Story,5,1965,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,288,05,2009
1735,Sawyer,1Story,8,1963,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,300,10,2009
1736,Sawyer,1Story,6,1962,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,252,10,2009
1737,Veenker,1Story,8,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,864,04,2009
1738,NoRidge,2Story,8,1991,Gable,CompShg,PConc,GasA,Y,SBrkr,1,524,07,2009
1739,Somerst,2Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,704,07,2009
1740,Somerst,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,1,561,01,2009
1741,Somerst,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,1,641,03,2009
1742,Somerst,2Story,5,2000,Gable,CompShg,PConc,GasA,Y,SBrkr,0,440,08,2009
1743,Somerst,2Story,5,1999,Hip,CompShg,PConc,GasA,Y,SBrkr,0,506,9,2009
1744,Veenker,1Story,9,1977,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,642,06,2009
1745,Veenker,1Story,5,1981,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,540,06,2009
1746,Veenker,SLvl,5,1976,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,527,01,2009
1747,NWAmes,2Story,6,1974,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,784,06,2009
1748,NWAmes,2Story,7,1967,Gable,CompShg,PConc,GasA,Y,SBrkr,1,515,05,2009
1749,NWAmes,1Story,5,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,502,08,2009
1750,NWAmes,1Story,5,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,336,08,2009
1751,NWAmes,2Story,7,1977,Hip,CompShg,PConc,GasA,Y,SBrkr,2,520,11,2009
1752,NAmes,1Story,6,1967,Gable,CompShg,PConc,GasA,Y,SBrkr,0,312,06,2009
1753,NAmes,1Story,5,1967,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,440,03,2009
1754,NWAmes,2Story,5,1974,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,498,05,2009
1755,NWAmes,SFoyer,5,1971,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,495,05,2009
1756,NAmes,1Story,7,1960,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,396,08,2009
1757,NAmes,1Story,7,1959,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,308,9,2009
1758,NAmes,1Story,5,1957,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,768,05,2009
1759,NAmes,1Story,6,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,576,07,2009
1760,NAmes,1Story,6,1961,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,610,02,2009
1761,NAmes,1Story,5,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,520,07,2009
1762,NAmes,2Story,6,1965,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,549,06,2009
1763,NAmes,SLvl,6,1961,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,368,9,2009
1764,NAmes,1Story,5,1955,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,330,02,2009
1765,NAmes,1Story,5,1967,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,550,04,2009
1766,NAmes,1Story,6,1961,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,530,04,2009
1767,NAmes,1Story,8,1966,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,542,07,2009
1768,NAmes,1Story,7,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,286,06,2009
1769,NAmes,1Story,6,1960,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,441,08,2009
1770,NAmes,1Story,8,1959,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,297,06,2009
1771,NAmes,1Story,5,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,304,11,2009
1772,NAmes,1Story,5,1955,Gable,CompShg,CBlock,GasA,Y,FuseA,0,350,07,2009
1773,NAmes,1Story,5,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,294,11,2009
1774,NAmes,1Story,4,1958,Hip,CompShg,PConc,GasA,Y,SBrkr,0,495,12,2009
1775,NAmes,1Story,7,1954,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,297,02,2009
1776,NAmes,1Story,5,1951,Hip,CompShg,CBlock,GasA,Y,FuseA,0,480,10,2009
1777,NAmes,1Story,6,1945,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,240,08,2009
1778,NAmes,1Story,8,1952,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,230,03,2009
1779,NAmes,1Story,5,1953,Hip,CompShg,Slab,GasA,Y,FuseA,0,616,08,2009
1780,NAmes,2Story,7,1948,Gable,CompShg,CBlock,GasA,Y,FuseA,1,410,12,2009
1781,NAmes,1Story,6,1950,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,246,08,2009
1782,OldTown,1Story,5,1958,Gable,CompShg,CBlock,GasA,Y,FuseA,0,366,08,2009
1783,OldTown,2Story,7,1939,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,720,08,2009
1784,OldTown,2Story,8,1900,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,281,05,2009
1785,OldTown,1Story,7,1925,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,264,12,2009
1786,OldTown,1.5Fin,5,1915,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,528,06,2009
1787,OldTown,2Story,9,1910,Gable,CompShg,PConc,GasA,Y,SBrkr,0,624,08,2009
1788,OldTown,1Story,5,1940,Gable,CompShg,PConc,GasA,N,FuseA,0,0,06,2009
1789,OldTown,1Story,7,1920,Gable,CompShg,BrkTil,GasA,N,SBrkr,0,576,06,2009
1790,OldTown,1Story,5,1890,Gable,CompShg,BrkTil,GasA,Y,FuseA,0,320,11,2009
1791,NAmes,2Story,5,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,907,08,2009
1792,NAmes,1Story,7,1963,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,364,06,2009
1793,NAmes,1Story,4,1967,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,480,05,2009
1794,NAmes,1Story,9,1958,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,480,9,2009
1795,NAmes,1Story,6,1957,Hip,CompShg,CBlock,GasA,Y,FuseA,0,308,04,2009
1796,NAmes,1Story,6,1958,Flat,Tar&Grv,CBlock,GasA,Y,SBrkr,1,384,04,2009
1797,NAmes,1.5Fin,5,1950,Gable,CompShg,CBlock,GasA,N,SBrkr,0,900,12,2009
1798,NAmes,1Story,6,1958,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,294,03,2009
1799,NAmes,1Story,7,1952,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,240,9,2009
1800,NAmes,SLvl,5,1959,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,288,07,2009
1801,NAmes,1.5Fin,7,1949,Gable,CompShg,CBlock,GasA,Y,FuseF,0,384,08,2009
1802,NAmes,1.5Fin,7,1948,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,576,08,2009
1803,NAmes,2Story,5,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,483,03,2009
1804,NAmes,SFoyer,7,1978,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,564,11,2009
1805,NAmes,1Story,6,1963,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,264,04,2009
1806,OldTown,1.5Fin,8,1935,Gable,CompShg,PConc,GasA,Y,SBrkr,0,162,06,2009
1807,OldTown,2Story,5,1910,Gable,CompShg,CBlock,GasA,N,FuseA,0,324,06,2009
1808,OldTown,1.5Fin,8,1910,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,472,07,2009
1809,OldTown,2Story,8,1910,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,0,03,2009
1810,OldTown,2Story,6,1939,Gable,CompShg,BrkTil,GasA,Y,FuseA,1,400,10,2009
1811,OldTown,2Story,6,1920,Gable,CompShg,BrkTil,GasA,N,SBrkr,0,0,10,2009
1812,OldTown,1.5Fin,5,1910,Gable,CompShg,BrkTil,GasA,N,SBrkr,0,0,07,2009
1813,OldTown,1.5Fin,7,1950,Gable,CompShg,CBlock,GasA,Y,FuseA,0,308,03,2009
1814,OldTown,1Story,6,1920,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,288,11,2009
1815,OldTown,1Story,4,1940,Gable,CompShg,BrkTil,GasA,N,FuseA,0,308,10,2009
1816,OldTown,1Story,8,1923,Gable,CompShg,PConc,GasA,Y,SBrkr,0,287,02,2009
1817,OldTown,2Story,4,1910,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,720,06,2009
1818,OldTown,2Story,7,1900,Gable,CompShg,BrkTil,GasA,Y,FuseA,0,357,06,2009
1819,OldTown,2Story,7,1917,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,280,05,2009
1820,OldTown,1Story,3,1910,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,0,06,2009
1821,OldTown,1.5Fin,6,1920,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,207,9,2009
1822,OldTown,2Story,7,1910,Gable,CompShg,PConc,GasA,Y,SBrkr,0,640,9,2009
1823,IDOTRR,1Story,3,1900,Mansard,CompShg,CBlock,GasA,N,SBrkr,0,0,9,2009
1824,BrkSide,1Story,6,1923,Gable,CompShg,BrkTil,GasA,N,FuseA,1,216,9,2009
1825,BrkSide,1.5Fin,7,1930,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,336,05,2009
1826,BrkSide,1.5Fin,5,1924,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,320,06,2009
1827,BrkSide,1Story,6,1925,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,264,03,2009
1828,BrkSide,1.5Fin,6,1938,Gable,CompShg,BrkTil,GasA,Y,FuseA,1,250,02,2009
1829,BrkSide,1Story,5,1925,Hip,CompShg,BrkTil,GasA,Y,SBrkr,0,1184,08,2009
1830,OldTown,2Story,6,1915,Gable,CompShg,PConc,GasA,Y,FuseA,0,576,06,2009
1831,OldTown,2Story,8,1915,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,216,06,2009
1832,OldTown,2Story,1,1922,Hip,CompShg,BrkTil,GasA,N,SBrkr,0,0,9,2009
1833,IDOTRR,2Story,5,1927,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,316,08,2009
1834,OldTown,2Story,7,1915,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,379,02,2009
1835,OldTown,2.5Unf,5,1902,Gable,CompShg,BrkTil,GasA,N,FuseF,0,0,05,2009
1836,IDOTRR,1.5Fin,6,1927,Gable,CompShg,BrkTil,GasA,Y,FuseA,0,384,08,2009
1837,IDOTRR,SFoyer,6,1923,Hip,CompShg,PConc,GasA,Y,SBrkr,0,0,07,2009
1838,IDOTRR,2Story,7,1915,Gable,CompShg,CBlock,GasA,Y,FuseF,0,308,02,2009
1839,Sawyer,1Story,9,1946,Gable,CompShg,CBlock,GasA,Y,FuseA,0,220,9,2009
1840,Edwards,1Story,5,1987,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,0,03,2009
1841,Edwards,SFoyer,5,1978,Gable,CompShg,PConc,GasA,Y,SBrkr,0,252,07,2009
1842,Edwards,1.5Fin,3,1934,Gable,CompShg,PConc,GasA,N,FuseA,0,226,03,2009
1843,Sawyer,1Story,6,1967,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,668,04,2009
1844,Sawyer,SFoyer,5,1978,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,504,06,2009
1845,Sawyer,SLvl,5,1961,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,384,07,2009
1846,Sawyer,SLvl,5,1960,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,480,03,2009
1847,ClearCr,SLvl,5,1956,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,336,10,2009
1848,Sawyer,1Story,2,1947,Gable,CompShg,Slab,GasA,N,SBrkr,0,0,06,2009
1849,Edwards,1Story,5,1954,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,498,10,2009
1850,Edwards,1Story,5,1956,Hip,CompShg,CBlock,GasA,Y,FuseA,0,340,02,2009
1851,Edwards,2Story,7,1946,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,240,07,2009
1852,Edwards,1Story,6,1954,Gable,CompShg,CBlock,GasW,Y,SBrkr,1,252,9,2009
1853,Edwards,1Story,5,1984,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,266,02,2009
1854,SawyerW,SLvl,6,1990,Gable,CompShg,PConc,GasA,Y,SBrkr,0,462,07,2009
1855,SawyerW,SLvl,5,1983,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,576,9,2009
1856,SawyerW,2Story,5,1993,Gable,CompShg,PConc,GasA,Y,SBrkr,1,473,08,2009
1857,SawyerW,2Story,7,1880,Gable,CompShg,PConc,GasA,Y,SBrkr,1,576,06,2009
1858,SawyerW,2Story,5,1979,Gable,CompShg,Slab,GasA,Y,SBrkr,0,720,06,2009
1859,SawyerW,1Story,5,1979,Gable,CompShg,Slab,GasA,Y,SBrkr,0,400,06,2009
1860,SawyerW,SFoyer,5,1979,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,672,06,2009
1861,SawyerW,1Story,5,1979,Gable,CompShg,Slab,GasA,Y,SBrkr,0,400,06,2009
1862,SawyerW,2Story,5,2000,Hip,CompShg,PConc,GasA,Y,SBrkr,2,820,10,2009
1863,SawyerW,2Story,5,2000,Hip,CompShg,PConc,GasA,Y,SBrkr,2,820,10,2009
1864,SawyerW,2Story,5,2000,Hip,CompShg,PConc,GasA,Y,SBrkr,2,820,10,2009
1865,CollgCr,1Story,5,2009,Hip,CompShg,PConc,GasA,Y,SBrkr,1,1138,07,2009
1866,CollgCr,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,1,846,11,2009
1867,CollgCr,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,1,904,06,2009
1868,CollgCr,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,2,524,04,2009
1869,CollgCr,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,662,05,2009
1870,CollgCr,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,0,810,03,2009
1871,CollgCr,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,844,03,2009
1872,CollgCr,2Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,440,07,2009
1873,ClearCr,2Story,5,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,1,525,06,2009
1874,CollgCr,1Story,7,1994,Gable,CompShg,PConc,GasA,Y,SBrkr,0,440,10,2009
1875,CollgCr,1Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,0,539,12,2009
1876,CollgCr,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,1,492,04,2009
1877,CollgCr,1Story,5,2002,Gable,CompShg,PConc,GasA,Y,SBrkr,0,577,04,2009
1878,CollgCr,1Story,5,2001,Gable,CompShg,PConc,GasA,Y,SBrkr,1,608,07,2009
1879,CollgCr,1Story,5,1978,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,343,07,2009
1880,CollgCr,1Story,7,1979,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,444,10,2009
1881,CollgCr,1Story,5,2002,Hip,CompShg,PConc,GasA,Y,SBrkr,0,1231,9,2009
1882,CollgCr,2Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,570,06,2009
1883,CollgCr,2Story,5,2002,Gable,CompShg,PConc,GasA,Y,SBrkr,0,550,11,2009
1884,CollgCr,2Story,5,2001,Gable,CompShg,PConc,GasA,Y,SBrkr,0,608,05,2009
1885,CollgCr,1Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,1,521,06,2009
1886,CollgCr,1Story,5,2002,Hip,CompShg,PConc,GasA,Y,SBrkr,1,523,06,2009
1887,CollgCr,1Story,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,1,511,08,2009
1888,CollgCr,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,810,01,2009
1889,CollgCr,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,440,07,2009
1890,Edwards,1Story,6,1960,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,544,07,2009
1891,Edwards,SFoyer,5,2005,Gable,CompShg,Wood,GasA,Y,SBrkr,0,525,04,2009
1892,Edwards,1Story,5,1959,Gable,CompShg,CBlock,GasA,Y,FuseA,0,320,03,2009
1893,Edwards,1Story,5,1950,Gable,CompShg,CBlock,GasA,Y,FuseA,0,195,06,2009
1894,Edwards,1Story,5,1959,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,0,08,2009
1895,Edwards,1Story,5,1956,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,313,05,2009
1896,Edwards,1.5Fin,6,1941,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,256,9,2009
1897,SWISU,1.5Fin,4,1938,Gable,CompShg,PConc,GasA,Y,SBrkr,2,250,07,2009
1898,SWISU,2Story,6,1935,Gable,CompShg,BrkTil,GasA,Y,FuseF,1,180,03,2009
1899,Crawfor,1Story,8,1916,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,440,10,2009
1900,Crawfor,2Story,8,1918,Gambrel,CompShg,BrkTil,GasA,Y,SBrkr,1,215,05,2009
1901,Crawfor,1.5Fin,6,1940,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,440,02,2009
1902,Crawfor,1Story,4,1960,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,307,06,2009
1903,Crawfor,2.5Unf,6,1940,Gable,CompShg,BrkTil,GasA,Y,SBrkr,2,400,07,2009
1904,Crawfor,1Story,6,1954,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,390,10,2009
1905,Crawfor,1Story,6,1960,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,463,05,2009
1906,Crawfor,1.5Fin,7,1949,Gable,CompShg,BrkTil,GasW,N,SBrkr,1,295,10,2009
1907,Crawfor,1Story,5,1954,Gable,CompShg,PConc,GasA,Y,SBrkr,2,576,01,2009
1908,Blueste,2Story,6,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,452,05,2009
1909,Blueste,2Story,6,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,462,10,2009
1910,Blueste,2Story,6,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,462,07,2009
1911,Crawfor,SLvl,6,1986,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,501,04,2009
1912,Crawfor,1Story,9,1971,Hip,CompShg,CBlock,GasA,Y,SBrkr,2,551,07,2009
1913,IDOTRR,2Story,6,1900,Gambrel,CompShg,BrkTil,GasA,N,SBrkr,0,576,12,2009
1914,IDOTRR,1Story,6,1925,Gable,CompShg,BrkTil,GasA,N,FuseP,0,200,05,2009
1915,Crawfor,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,482,06,2009
1916,IDOTRR,1Story,4,1910,Gable,CompShg,CBlock,GasA,N,FuseA,0,280,03,2009
1917,Mitchel,2Story,5,2000,Gable,CompShg,PConc,GasA,Y,SBrkr,1,642,05,2009
1918,Mitchel,SFoyer,6,1977,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,351,04,2009
1919,Mitchel,SFoyer,7,1977,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,541,11,2009
1920,Mitchel,1Story,5,1991,Gable,CompShg,PConc,GasA,Y,SBrkr,0,672,04,2009
1921,Timber,1Story,5,2008,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,780,07,2009
1922,Timber,1Story,5,2008,Gable,CompShg,PConc,GasA,Y,SBrkr,0,885,01,2009
1923,Timber,2Story,8,1980,Gable,CompShg,PConc,GasA,Y,SBrkr,1,440,02,2009
1924,Timber,SLvl,5,1987,Hip,CompShg,PConc,GasA,Y,SBrkr,1,578,07,2009
1925,Timber,2Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,0,486,02,2009
1926,Timber,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,920,05,2009
1927,Mitchel,1Story,7,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,384,04,2009
1928,Mitchel,1Story,5,1969,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,504,03,2009
1929,Mitchel,SFoyer,8,1972,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,336,07,2009
1930,Mitchel,SLvl,5,1993,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,429,08,2009
1931,Mitchel,SFoyer,6,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,1,698,06,2009
1932,Mitchel,2Story,5,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,0,440,07,2009
1933,Mitchel,2Story,7,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,898,04,2009
1934,Gilbert,2Story,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,1,470,04,2008
1935,Gilbert,2Story,5,1995,Gable,CompShg,PConc,GasA,Y,SBrkr,1,420,10,2008
1936,Gilbert,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,0,472,05,2008
1937,Gilbert,2Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,1,386,11,2008
1938,Gilbert,1Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,0,404,11,2008
1939,StoneBr,1Story,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,1,528,07,2008
1940,StoneBr,1Story,5,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,0,506,08,2008
1941,Gilbert,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,1,460,04,2008
1942,Gilbert,2Story,5,1991,Gable,CompShg,PConc,GasA,Y,SBrkr,0,416,9,2008
1943,StoneBr,1Story,5,1989,Gable,CompShg,PConc,GasA,Y,SBrkr,1,462,04,2008
1944,StoneBr,2Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,683,07,2008
1945,StoneBr,1Story,5,2004,Hip,CompShg,PConc,GasA,Y,SBrkr,1,670,9,2008
1946,Gilbert,1Story,2,1952,Hip,CompShg,CBlock,GasA,Y,FuseA,2,495,05,2008
1947,StoneBr,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,557,07,2008
1948,Gilbert,1Story,5,1950,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,738,07,2008
1949,NWAmes,1Story,6,1988,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,528,06,2008
1950,NWAmes,1Story,7,1983,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,598,07,2008
1951,NWAmes,1Story,5,1978,Hip,CompShg,CBlock,GasA,Y,SBrkr,2,550,08,2008
1952,NWAmes,1Story,5,1979,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,551,03,2008
1953,NWAmes,1Story,5,1976,Hip,CompShg,PConc,GasA,Y,SBrkr,1,461,11,2008
1954,NWAmes,2Story,6,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,489,03,2008
1955,NWAmes,2Story,6,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,484,06,2008
1956,NWAmes,2Story,7,1978,Mansard,WdShake,PConc,GasA,Y,SBrkr,2,1314,12,2008
1957,NWAmes,1Story,5,1976,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,473,04,2008
1958,NWAmes,2Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,1,787,06,2008
1959,NAmes,2Story,5,1974,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,480,06,2008
1960,NAmes,1Story,6,1969,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,288,9,2008
1961,NAmes,1Story,5,1971,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,576,05,2008
1962,BrDale,2Story,5,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,02,2008
1963,BrDale,2Story,6,1972,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,352,04,2008
1964,BrDale,2Story,5,1972,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,12,2008
1965,NPkVill,2Story,6,1975,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,460,05,2008
1966,NPkVill,1Story,6,1977,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,440,9,2008
1967,NridgHt,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,0,905,01,2008
1968,NridgHt,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,650,08,2008
1969,NridgHt,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,706,05,2008
1970,NridgHt,2Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,850,10,2008
1971,NridgHt,2Story,5,2005,Hip,CompShg,PConc,GasA,Y,SBrkr,1,1150,06,2008
1972,NridgHt,2Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,1003,08,2008
1973,NridgHt,2Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,656,06,2008
1974,NridgHt,2Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,756,07,2008
1975,NridgHt,1Story,5,2003,Hip,CompShg,PConc,GasA,Y,SBrkr,2,789,02,2008
1976,NridgHt,1Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,732,06,2008
1977,NridgHt,2Story,5,2001,Gable,CompShg,PConc,GasA,Y,SBrkr,1,746,01,2008
